Class;DesignRole;Approaches;Method;LOC;CC;Efferent;NOP;Smell;
br.gov.se.sefaz.sae.ne.EntidadeTipoDocOrigem;ENTITY; D ;setDsTipoDocumentoOrigem;5;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorBase;TEST; R, D ;calcularEncargosReceita;92;19;12;2;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeCredora;ENTITY; D ;getOrgao;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;inserirDocumentoArrecadacaoSql;131;22;5;1;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeRegimeTributacao;ENTITY; D ;setDsRegimeTributacaoICMS;5;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;CONSULTAAVANCADATRANSBASE; R, D ;montaQuery;173;26;14;2;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeCombSituacaoCheqDev;ENTITY; D ;getSituacaoAtual;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;atribuirLabel;171;67;3;2;Método Longo
br.gov.se.sefaz.sae.emissaoDAE.to.itd.GerarItemITD;TRANSACAO; R, D ;process;176;80;13;0;Método Longo
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;registrarCancelamentoDAE;3;1;3;4;Muitos Parâmetros
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO; R, D ;verificarAlteracaoDAR;91;38;8;1;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.itd.ConsultarContribuinte;TRANSACAO; R, D ;process;103;37;17;0;Muitos Desvios
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;GNRE; R, D ;verificarExistenciaGNRE;62;15;9;5;Muitos Parâmetros
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;GERENCIADORBASE; R, D ;calcularRepasseCedidoTesouro;19;1;5;5;Muitos Parâmetros
br.gov.se.sefaz.sae.dao.custodiais.DAOSAESQLBean;PERSISTENCE; D ;getEntidadeVencimentoICMS;42;2;8;1;Método Longo
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;atribuirPropiedadesItemDaeReceitaOutrosOrgaos;148;25;14;2;Método Longo
br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;GERENCIADORBASE; R, D ;gerarDAESAP;110;39;17;8;Método Longo
br.gov.se.sefaz.sae.ng.GerenciadorTalonario;GERENCIADORBASE; R, D ;gerarSequenciaDAEManual;55;9;8;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadeFormaRecolhimento;ENTITY; D ;getEntidadeGrupoRecolhimento;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeVencimentoICMS;ENTITY; D ;setFlMesVencimentoSubsequente;5;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadePercentCalculoReceita;ENTITY; D ;setVlPercentAgregacao;4;2;2;1;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemReceitaOutrosOrgaos;TRANSACAO; R ;process;98;34;11;0;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeHistFechamentoArrec;ENTITY; D ;setCdPessoaOperacao;11;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO; R, D ;montarComboCnaefContribNaoInscrito;27;3;13;6;Muitos Parâmetros
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNRE;BACKGROUNDPROCESS; R, D ;registrarRecolhimentoDocumento;189;55;24;0;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO; R, D ;verificarAlteracaoDAE;409;196;17;1;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeGrupoRecolhimento;ENTITY; D ;setDsGrupoRecolhimento;5;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorIsencaoTributos;GERENCIADORBASE; R, D ;atualizarTpSolicitantePorRenavam;4;1;3;4;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.especial.AlterarItem;TRANSACAO; R, D ;process;125;52;14;0;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeHistUnidadeTalao;ENTITY; D ;getEntidadeOrgao;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.alteracao.dae.AlterarDAE;TRANSACAO; R, D ;process;96;28;23;0;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeConversaoReceita;ENTITY; D ;getEntidadeReceitaHOST;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeHistUnidadeTalao;ENTITY; D ;getEntidadePessoa;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.consultas.to.TransacaoConsultaBase;TRANSACAO; R, D ;montarCampoLookUp;25;5;9;6;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.itd.GerarItemITD;TRANSACAO; R, D ;initialize;189;35;6;0;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;[CONSTANTES]; R, D ;registrarHistoricoCustodialCmdSQL;167;15;9;5;Método Longo
br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;CONSULTAAVANCADATRANSBASE; R, D ;setAgencia;16;3;7;5;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;atribuirDetalheReceitaOutroOrgaoToSource;87;64;10;3;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;GERENCIADORBASE; R, D ;gerarDAESIT;120;41;19;6;Método Longo
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;formatarTelaDAEAvulsoContribInscrito;159;31;11;3;Método Longo
br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;CONSULTAAVANCADATRANSBASE; R, D ;montaFiltroArg;238;70;17;1;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.cancelamento.dae.CancelarDAEPeloNumero;TRANSACAO; R ;process;52;24;9;0;Muitos Desvios
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;GNRE; R, D ;registrarRecolhimentoGNREOnLine;58;8;20;6;Muitos Parâmetros
br.gov.se.sefaz.sae.consultas.to.documento.AbaBase;ABAS; D ;preencheDocCabecalhoSAEPeriodo;26;6;3;3;Muitos Desvios
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqChequeDevolvido;BACKGROUNDPROCESS; R ;processarArquivo;58;8;19;0;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineDAE;BACKGROUNDPROCESS; R ;validarDocumentoMovimentoConsolidado;115;27;25;0;Muitos Desvios
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqChequeDevolvido;BACKGROUNDPROCESS; R, D ;validar;198;58;22;0;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeObjetoReferencia;ENTITY; D ;setDsObjetoReferencia;5;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.ne.ValorCampoLayout;ENTITY; D ;setValoresCamposLayout;24;3;11;1;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqErroRepasseDAE;BACKGROUNDPROCESS; R ;validar;112;31;10;0;Método Longo
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;atribuirItemDED;117;71;7;2;Muitos Desvios
br.gov.se.sefaz.sae.custodiais.to.TransacaoCustodiais;TRANSACAO; R, D ;montarCampoLookUp;25;5;9;6;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadeHistUnidadeTalao;ENTITY; D ;setDsAnteriorCampo;5;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.consultas.to.documento.AbaBase;ABAS; D ;isDAR;25;11;2;1;Método Longo
br.gov.se.sefaz.sae.ti.SAEIntegracaoSIT;[CONSTANTESEMISSAODAE]; R, D ;gerarDAEMensal;4;1;6;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorOperacional;GERENCIADORBASE; R, D ;alterarDadosGNRE;381;154;22;2;Método Longo
br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;[CONSTANTES]; R, D ;registrarHistoricoCustodialGMRCmdSQL;76;8;8;5;Muitos Parâmetros
br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.SelecionarItemDAEManualViaEletronica;TRANSACAO; R, D ;process;528;192;21;0;Método Longo
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;obterDAEsVencidosPorChequeDevolvido;9;1;4;4;Muitos Parâmetros
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAE;BACKGROUNDPROCESS; D ;validarSituacaoDocumento;37;15;14;3;Muitos Parâmetros
br.gov.se.sefaz.sae.consultas.to.repasse.ConsultaRepasseFUNPREV;TRANSACAO; R, D ;setItensDocumento;138;25;10;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;calcularDataValidadeDAE;142;43;12;1;Método Longo
br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;[CONSTANTES]; R, D ;obterEntidadeCotacaoIPVA;11;1;3;5;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;registrarAlteracaoDoc;45;4;5;6;Muitos Parâmetros
br.gov.se.sefaz.sae.dao.custodiais.DAOSAESQLBean;PERSISTENCE; D ;getEntidadeConversaoReceita;28;2;10;1;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;GERENCIADORBASE; R, D ;registrarMovConsolidado;23;3;8;8;Muitos Parâmetros
br.gov.se.sefaz.sae.conciliacaoBancaria.to.consultaArquivo.ConsultarArquivosNaoEnviadosPeloBanco;TRANSACAO; R ;process;91;26;18;0;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;GERENCIADORBASE; R, D ;registrarBaixaPendencia;11;2;8;5;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadeObjetoReferencia;ENTITY; D ;setDtInicioVigencia;4;2;3;1;Muitos Desvios
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;GERENCIADORBASE; R, D ;gravarValorRepasse;50;8;13;6;Muitos Parâmetros
br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;TRANSACAO; R ;setaDadosDocIdent;64;25;6;4;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteInscrito.AlterarItemDAE;TRANSACAO; R, D ;process;83;28;14;0;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorOperacional;GERENCIADORBASE; R, D ;gravaDataFechamentoMensal;4;1;7;4;Muitos Parâmetros
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;GERENCIADORBASE; R, D ;calcularRepasse;26;5;5;4;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R ;atribuirPropriedadesItemDaeICMSNaoInscInt;102;16;6;2;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeReceita;ENTITY; D ;getEntidadeGrupoReceita;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.ti.SAEIntegracaoSIT;[CONSTANTESEMISSAODAE]; R, D ;gerarDAEDIA;3;1;4;5;Muitos Parâmetros
br.gov.se.sefaz.sae.consultas.to.cheqDev.ConsultarCheqDev;CONSULTAAVANCADATRANSBASE; R, D ;montaDoctoSaida;49;7;10;5;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadePercentCalculoReceita;ENTITY; D ;setVlPercentMultaMora;4;2;2;1;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadePeriodicidadeApuracao;ENTITY; D ;setDtFimVigencia;4;2;3;1;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;GERENCIADORBASE; R, D ;gerarDAEITCMD;90;29;20;8;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorBase;TEST; R, D ;obterVencimentoNormalICMS;145;25;13;2;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;preeencherDocContribInscrito;51;35;2;2;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;registrarHistoricoDAE;30;9;12;11;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.EmitirDAEEspecialContribuinte;TRANSACAO; R, D ;process;135;28;17;0;Método Longo
br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;CONSULTAAVANCADATRANSBASE; R, D ;gravarCabecalho;25;4;10;5;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorOperacional;GERENCIADORBASE; R, D ;alterarDadosDASSessao;74;25;6;4;Muitos Parâmetros
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAS;BACKGROUNDPROCESS; R ;validar;83;13;19;0;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.GerarArqRepasse;TRANSACAO; R, D ;gravarArquivoRepasseGNRE;159;30;15;3;Método Longo
br.gov.se.sefaz.sae.ne.GNRE;ENTITY; D ;removerPendencia;10;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;GNRE; R, D ;registrarAlteracaoGNRE;238;95;24;3;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorOperacional;GERENCIADORBASE; R, D ;obterTotaReceitaItens;31;11;7;4;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;concatenarCampos;196;71;24;2;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeGrupoMotivoReceita;ENTITY; D ;getEntiadeReceita;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.concBanc.ng.registro.RegistroG;REGISTROMOVCONSOLIDADO; R, D ;validarCodigoBarras;108;40;9;0;Muitos Desvios
br.gov.se.sefaz.sae.consultas.to.contribuinte.ConsultaArrecadacao;TRANSACAO; R, D ;setItensDocumento;61;13;13;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;GERENCIADORBASE; R, D ;BaixaPendenciaContrib;10;1;5;5;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemMultaFiscal;TRANSACAO; R ;process;68;25;7;0;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemReceitaOutrosOrgaos;TRANSACAO; R, D ;initialize;207;34;13;0;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;[CONSTANTES]; R, D ;registrarHistoricoCustodialGR;14;3;7;5;Muitos Parâmetros
br.gov.sefaz.se.sae.oper.to.substituicao.SubstituirDAE;TRANSACAO; R, D ;process;109;28;13;0;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO; R, D ;verificarAlteracaoGNRE;340;168;17;1;Método Longo
br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;TRANSACAO; R, D ;setaDadosDocIdent;64;25;6;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadePercentRepasseReceita;ENTITY; D ;getEntidadeReceita;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO; R, D ;verificarAlteracaoDAEManualViaEletronica;623;169;16;1;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeIpvaAntecipado;ENTITY; R ;EntidadeIpvaAntecipado;8;1;3;6;Muitos Parâmetros
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqChequeDevolvido;BACKGROUNDPROCESS; R ;validar;198;58;22;0;Método Longo
br.gov.se.sefaz.sae.consultas.to.documento.AbaBase;ABAS; D ;isDAR;25;11;2;1;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.GerarReemissaoDAESIT;TRANSACAO; R, D ;process;93;28;11;0;Muitos Desvios
br.gov.se.sefaz.sae.tb.arquivo.ProcessarArquivoRecebidoBase;BACKGROUNDPROCESS; R, D ;adicionarPendencia;3;1;3;4;Muitos Parâmetros
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;BACKGROUNDPROCESS; R ;validarDocumentoMovimentoConsolidado;114;24;24;0;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.EmitirDAEAvulso;TRANSACAO; R ;process;79;24;13;0;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.SelecionarItemDAEManualViaEletronica;TRANSACAO; R, D ;process;528;192;21;0;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.oper.to.CadastrarVencimentoICMS;TRANSACAO; R ;process;72;23;8;0;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.AlterarItemDesmembramentoDAE;TRANSACAO; R ;initialize;112;18;10;0;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeTipoDocumentoSituacao;ENTITY; D ;getEntidadeSituacaoDoc;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.ReemitirDAEInternet;TRANSACAO; R, D ;process;93;36;15;0;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeProdutoSAE;ENTITY; D ;getEntidadeGrupoProduto;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;alterarSituacaoDAE;14;2;7;5;Muitos Parâmetros
br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;TRANSACAO; R, D ;montaDetalheItemIncons;8;1;4;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadeMotivoDevolucaoCheque;ENTITY; D ;setDsMotivoDevolucao;5;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;GERENCIADORBASE; R, D ;gerarDAEDIA;132;42;20;5;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R ;atribuirSourceToResult;107;48;2;3;Método Longo
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;calcularDataValidadeDAE;142;43;12;1;Muitos Desvios
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorRepasse;GERENCIADORBASE; R, D ;consultarRepasseFunprevporPeriodoEntidades;26;10;6;5;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;montarComboFormaRecolhimento;42;8;11;4;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;concatenarCampos;196;71;24;2;Muitos Desvios
br.gov.se.sefaz.sae.consultas.to.documento.ListarAtvdEconCateg;TRANSACAO; R, D ;montaDocSaidaCAE;16;3;5;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;alterarDadosDAE;421;194;18;2;Muitos Desvios
br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.ConfirmaRepasseFinanceiro;TRANSACAO; R ;process;37;9;18;0;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.tb.arquivo.ProcessarArquivoRecebidoBase;BACKGROUNDPROCESS; R, D ;getPendenciaArquivo;7;6;4;4;Muitos Parâmetros
br.gov.se.sefaz.sae.consultas.to.ConsultarHistoricoCustodiais;TRANSACAO; R ;process;102;27;17;0;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeMotivoReceita;ENTITY; D ;getEntidadeGrupoMotivoReceita;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemPSDI;TRANSACAO; R ;initialize;100;14;7;0;Método Longo
br.gov.se.sefaz.sae.ne.EntidadePercentCalculoReceita;ENTITY; D ;setDtFinalVigencia;4;2;3;1;Muitos Desvios
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoGNREOnLine;BACKGROUNDPROCESS; R ;registrarDadosConcBanc;137;22;18;2;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeVencimentoICMS;ENTITY; D ;getEntidadePessoa;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;CONSULTAAVANCADATRANSBASE; R, D ;montaFiltroArg;238;70;17;1;Método Longo
br.gov.se.sefaz.sae.custodiais.to.percentCalculoReceita.AlterarPercentCalculoReceita;TRANSACAO; R ;process;81;25;12;0;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeMetasArrecadacao;ENTITY; D ;setCdPessoaOperacao;11;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteNaoInscrito.EmitirDaeEspecialContribuinte;TRANSACAO; R ;process;77;23;14;0;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;registrarReferenciaDeCheque;7;2;5;6;Muitos Parâmetros
br.gov.se.sefaz.sae.ti.SAEIntegracaoSPED;UNDEFINED; R, D ;gerarDAE;3;1;4;5;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;exibirCamposDesmembramentoDAE;96;50;11;2;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeConversaoReceita;ENTITY; D ;getEntidadeObjetoReferencia;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNREOnLine;BACKGROUNDPROCESS; D ;validarSituacaoDocumento;34;13;9;3;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R ;atribuirPropriedadesItemDaeMultaFiscalEspecial;97;17;15;2;Método Longo
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;GNRE; R, D ;registrarRecolhimentoGNRE;68;12;24;6;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;GERENCIADORBASE; R, D ;gerarDAESPED;84;23;18;5;Muitos Parâmetros
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO; R, D ;verificarAlteracaoDesmembramentoGNRE;285;161;17;1;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.cadastro.conta.CadastrarContaBancaria;TRANSACAO; R, D ;getOcorrenciasNavegacao;19;3;10;4;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;TRANSACAO; R, D ;atribuirPropiedadesItemDaeNotificacao;4;1;3;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadeMotivoAlteracaoDoc;ENTITY; D ;getEntidadeSituacaoDoc;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorTalonario;GERENCIADORBASE; R, D ;registrarMovimentacaoTalaoCadastro;20;8;6;11;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorBase;TEST; R, D ;obterVencimentoICMSTermo;147;30;13;6;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.AlterarItem;TRANSACAO; R, D ;process;125;52;14;0;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorOperacional;GERENCIADORBASE; R, D ;verificaCampoAlteradoItemDAE;14;8;4;4;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadeCampoDoc;ENTITY; D ;setDsCampoBD;5;3;2;1;Muitos Desvios
br.gov.se.sefaz.sae.ne.ValorCampoLayout;ENTITY; D ;setValoresCamposLayout;24;3;11;1;Método Longo
br.gov.se.sefaz.sae.ne.EntidadeConversaoReceita;ENTITY; D ;getEntidadeTipoDesconto;4;2;2;0;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;GERENCIADORBASE; R, D ;validarEtiqueta;11;2;6;4;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemICMSContribuinteNaoInscritoConfirmar;TRANSACAO; R ;initialize;95;17;7;0;Método Longo
br.gov.se.sefaz.sae.concBanc.ng.GerenciadorConcBancBase;GERENCIADORBASE; R, D ;registrarMovParcial;28;4;11;8;Muitos Parâmetros
br.gov.se.sefaz.sae.ng.GerenciadorConsulta;GERENCIADORBASE; R, D ;obterDAENaoRepassado;23;7;5;5;Muitos Parâmetros
br.gov.se.sefaz.sae.ne.EntidadeReceita;ENTITY; D ;setDtInicioVigencia;4;2;3;1;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeObjetoReferencia;ENTITY; D ;setDtFimVigencia;4;2;3;1;Muitos Desvios
br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;GERENCIADORBASE; R, D ;alterarDadosConciliacaoBancaria;142;36;17;2;Muitos Desvios
br.gov.se.sefaz.sae.ne.EntidadeVencimentoICMS;ENTITY; D ;setNrPrioridadePortaria;4;2;2;1;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteInscrito.AlterarItemDAE;TRANSACAO; R, D ;initialize;114;49;14;0;Muitos Desvios
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO; R, D ;verificarAlteracaoDadosConciliacao;125;76;7;2;Método Longo
br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineGNREOnLine;BACKGROUNDPROCESS; R ;processarArquivo;55;22;12;0;Muitos Desvios
br.gov.se.sefaz.sae.emissaoDAE.to.itd.ConsultarContribuinte;TRANSACAO; R ;process;103;37;17;0;Método Longo
br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAguardFiscalizacaoFinal;TRANSACAO; R ;doProcess;46;6;18;0;Alto Acoplamento Efferent
br.gov.se.sefaz.sae.ne.DbaDocumentoBase;ENTITY; D ;DbaDocumentoBase;6;2;3;1;Muitos Desvios
br.gov.se.sefaz.sae.tb.correcao.CorrigirDadosGNRE;BACKGROUNDPROCESS; R, D ;gravarHistoricoGNRE;27;6;11;8;Muitos Parâmetros
br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.AlterarItem;TRANSACAO; R, D ;process;125;52;14;0;Método Longo
br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.AlterarItemDAE;TRANSACAO; R, D ;initialize;357;143;14;0;Método Longo
br.gov.se.sefaz.sae.oper.to.TransacaoOperacional;TRANSACAO; R, D ;montarComboCnaefContribInscrito;23;2;11;6;Muitos Parâmetros
br.gov.se.sefaz.sae.conciliacaoBancaria.to.consultaArquivo.ConsultarArquivosNaoEnviadosPeloSAE;TRANSACAO; R ;process;85;18;18;0;Alto Acoplamento Efferent
